From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (cellular component)	Pathway	Intramembrane	Subcellular location [CC]	Transmembrane	Topological domain
WP_002902394.1	A0A2X4FKG0	unreviewed	A0A2X4FKG0_STRSA	Integral membrane protein (MtN3/saliva family protein)	D8875_07775 D8879_06595 D8882_10420 D8883_05285 D8885_01885 D8886_03765 D8887_01760 D8889_06190 EII39_07195 FKX92_06780 NCTC11085_00410 NCTC11086_00421	Streptococcus sanguinis	87	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 9..29; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 41..59; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 66..84; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002902394.1	A8AZ02	unreviewed	A8AZ02_STRGC	Integral membrane protein	SGO_1740	Streptococcus gordonii (strain Challis / ATCC 35105 / BCRC 15272 / CH1 / DL1 / V288)	87	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 9..29; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 41..59; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 66..84; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002902394.1	F0I3R9	unreviewed	F0I3R9_STRSA	Integral membrane protein	HMPREF9381_1809	Streptococcus sanguinis SK72	87	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 9..29; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 41..59; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 66..84; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002902394.1	F0IKA1	unreviewed	F0IKA1_STRSA	Integral membrane protein	HMPREF9383_0553	Streptococcus sanguinis SK150	87	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 9..29; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 41..59; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 66..84; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002902394.1	F0ISU4	unreviewed	F0ISU4_STRSA	Integral membrane protein	HMPREF9384_0906	Streptococcus sanguinis SK160	87	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 9..29; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 41..59; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 66..84; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002902394.1	F2CGY6	unreviewed	F2CGY6_STRSA	Integral membrane protein	HMPREF9391_1882	Streptococcus sanguinis SK408	87	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 9..29; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 41..59; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 66..84; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002902394.1	F0FQB0	unreviewed	F0FQB0_STRSA	MtN3/saliva family protein	HMPREF9392_0537	Streptococcus sanguinis SK678	87	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 9..29; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 41..59; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 66..84; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002902394.1	F3UCT0	unreviewed	F3UCT0_STRSA	Integral membrane protein	HMPREF9393_1433	Streptococcus sanguinis SK1056	87	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 9..29; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 41..59; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 66..84; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002902394.1	F2BPT4	unreviewed	F2BPT4_STRSA	Integral membrane protein	HMPREF9394_0500	Streptococcus sanguinis SK1057	87	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 9..29; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 41..59; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 66..84; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002902394.1	F9HJ56	unreviewed	F9HJ56_9STRE	MtN3/saliva family protein	HMPREF9182_0940	Streptococcus sp. oral taxon 056 str. F0418	87	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 9..29; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 41..59; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 66..84; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002900582.1	A0A3R9HAZ0	unreviewed	A0A3R9HAZ0_STRSA	3-oxoadipate enol-lactonase 2 (EC 3.1.1.24)	catD_1 D8875_06990	Streptococcus sanguinis	268	3-oxoadipate enol-lactonase activity [GO:0047570]		GO:0047570	3-oxoadipate enol-lactonase activity [GO:0047570]						
WP_002900582.1	F2CDS6	unreviewed	F2CDS6_STRSA	Alpha/beta fold family hydrolase (EC 3.4.11.5)	HMPREF9391_0942	Streptococcus sanguinis SK408	268	aminopeptidase activity [GO:0004177]		GO:0004177	aminopeptidase activity [GO:0004177]						
WP_002900582.1	F0FQW0	unreviewed	F0FQW0_STRSA	Hydrolase, alpha/beta domain protein (EC 3.4.11.5)	HMPREF9392_1057	Streptococcus sanguinis SK678	268	aminopeptidase activity [GO:0004177]		GO:0004177	aminopeptidase activity [GO:0004177]						
WP_002900583.1	F2CDS7	unreviewed	F2CDS7_STRSA	Uncharacterized protein	HMPREF9391_0943	Streptococcus sanguinis SK408	265										
WP_002900583.1	F0FQV9	unreviewed	F0FQV9_STRSA	Uncharacterized protein	HMPREF9392_1056	Streptococcus sanguinis SK678	265										
WP_002900584.1	F2CDS8	unreviewed	F2CDS8_STRSA	GNAT family acetyltransferase	HMPREF9391_0944	Streptococcus sanguinis SK408	153	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]		GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]						
WP_002900584.1	F0FQV8	unreviewed	F0FQV8_STRSA	Acetyltransferase, GNAT family	HMPREF9392_1055	Streptococcus sanguinis SK678	153	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]		GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]						
WP_002900585.1	F2CDS9	unreviewed	F2CDS9_STRSA	Uncharacterized protein	HMPREF9391_0945	Streptococcus sanguinis SK408	128	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 54..75; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002900585.1	F0FQV7	unreviewed	F0FQV7_STRSA	Uncharacterized protein	HMPREF9392_1054	Streptococcus sanguinis SK678	128	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 54..75; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002900586.1	F2CDT0	unreviewed	F2CDT0_STRSA	Non-specific serine/threonine protein kinase	HMPREF9391_0946	Streptococcus sanguinis SK408	422										
WP_002900586.1	F0FQV6	unreviewed	F0FQV6_STRSA	DUF2130 domain-containing protein	HMPREF9392_1053	Streptococcus sanguinis SK678	422										
WP_002900587.1	F0IU97	unreviewed	F0IU97_STRSA	Uncharacterized protein	HMPREF9384_1409	Streptococcus sanguinis SK160	140										
WP_002900587.1	F2CDT1	unreviewed	F2CDT1_STRSA	Uncharacterized protein	HMPREF9391_0947	Streptococcus sanguinis SK408	140										
WP_002900587.1	F0FQV5	unreviewed	F0FQV5_STRSA	Uncharacterized protein	HMPREF9392_1052	Streptococcus sanguinis SK678	140										
WP_002899791.1	A0A3R9IGE2	unreviewed	A0A3R9IGE2_STRSA	Putative GST-like protein YibF	yibF D8885_06690	Streptococcus sanguinis	203										
WP_002899791.1	F2CC61	unreviewed	F2CC61_STRSA	UreX protein	ureX HMPREF9391_0089	Streptococcus sanguinis SK408	203										
WP_002899791.1	F0FT69	unreviewed	F0FT69_STRSA	GST N-terminal domain-containing protein	HMPREF9392_1801	Streptococcus sanguinis SK678	203										
WP_002899791.1	F3SG31	unreviewed	F3SG31_STRSA	UreX protein	ureX HMPREF9397_0103	Streptococcus sanguinis SK1087	203										
WP_002899600.1	A0A2X3XLL8	unreviewed	A0A2X3XLL8_STRSA	Pullulanase secretion protein pulG (Type II secretion system protein G)	pulG_1 D8883_10155 NCTC11085_02346	Streptococcus sanguinis	150	membrane [GO:0016020]; establishment of competence for transformation [GO:0030420]	establishment of competence for transformation [GO:0030420]	GO:0016020; GO:0030420		membrane [GO:0016020]				TRANSMEM 21..42; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002899602.1	A0A2X3V5N2	unreviewed	A0A2X3V5N2_STRSA	Uncharacterized protein	D8883_10150 NCTC11085_02345	Streptococcus sanguinis	164	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 12..32; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002901072.1	F2CEI0	unreviewed	F2CEI0_STRSA	Uncharacterized protein	HMPREF9391_1352	Streptococcus sanguinis SK408	263	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 20..37; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 43..59; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002901074.1	F2CEI1	unreviewed	F2CEI1_STRSA	Uncharacterized protein	HMPREF9391_1353	Streptococcus sanguinis SK408	218	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 28..45; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 51..74; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 81..106; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 112..134; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 155..172; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 178..198; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002901407.1	F0IRI0	unreviewed	F0IRI0_STRSA	Uncharacterized protein	HMPREF9384_0442	Streptococcus sanguinis SK160	170	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 20..37; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 57..78; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 90..110; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 122..142; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002901407.1	F0FUZ4	unreviewed	F0FUZ4_STRSA	Uncharacterized protein	HMPREF9392_2003	Streptococcus sanguinis SK678	170	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 20..37; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 57..78; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 90..110; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 122..142; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002901407.1	F2BTB0	unreviewed	F2BTB0_STRSA	Uncharacterized protein	HMPREF9394_2044	Streptococcus sanguinis SK1057	170	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 20..37; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 57..78; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 90..110; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 122..142; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002901409.1	F0IRH8	unreviewed	F0IRH8_STRSA	Lipoprotein	HMPREF9384_0440	Streptococcus sanguinis SK160	207	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 12..33; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002901409.1	F0FUZ6	unreviewed	F0FUZ6_STRSA	Uncharacterized protein	HMPREF9392_2005	Streptococcus sanguinis SK678	207	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 12..33; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002900418.1	F0FRC0	unreviewed	F0FRC0_STRSA	Dynamin family	HMPREF9392_1217	Streptococcus sanguinis SK678	822	membrane [GO:0016020]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]		GO:0003924; GO:0005525; GO:0016020	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	membrane [GO:0016020]					
WP_002900289.1	F0FTQ0	unreviewed	F0FTQ0_STRSA	DUF262 domain-containing protein	HMPREF9392_1329	Streptococcus sanguinis SK678	606										
WP_002900292.1	F0FTP7	unreviewed	F0FTP7_STRSA	Uncharacterized protein	HMPREF9392_1326	Streptococcus sanguinis SK678	170	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 29..48; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 60..81; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 93..117; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 129..148; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002900202.1	A0A2X3V0Z4	unreviewed	A0A2X3V0Z4_STRSA	NADP oxidoreductase coenzyme F420-dependent (Prephenate dehydrogenase)	D8875_10510 NCTC11085_01290	Streptococcus sanguinis	191										
WP_002901577.1	A0A0F2CKQ3	unreviewed	A0A0F2CKQ3_STRGN	Fatty acid metabolism regulator protein (Transcriptional regulator)	fadR K1I99_02200 RN86_04945 TZ86_01166	Streptococcus gordonii	207	DNA binding [GO:0003677]		GO:0003677	DNA binding [GO:0003677]						
WP_002901577.1	A0A3R9H1F8	unreviewed	A0A3R9H1F8_STRSA	Fatty acid metabolism regulator protein	fadR D8882_02530	Streptococcus sanguinis	207	DNA binding [GO:0003677]		GO:0003677	DNA binding [GO:0003677]						
WP_002901577.1	F0HZ25	unreviewed	F0HZ25_STRSA	Transcriptional regulator	HMPREF9381_0165	Streptococcus sanguinis SK72	207	DNA binding [GO:0003677]		GO:0003677	DNA binding [GO:0003677]						
WP_002901578.1	A0A3P1S9E3	unreviewed	A0A3P1S9E3_STRSA	ABC transporter permease	EII39_00175	Streptococcus sanguinis	360	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ABC-type transporter activity [GO:0140359]		GO:0043190; GO:0140359	ABC-type transporter activity [GO:0140359]	ATP-binding cassette (ABC) transporter complex [GO:0043190]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 21..39; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 163..189; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 210..237; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 243..267; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 279..298; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 332..354; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002901578.1	F3UZS7	unreviewed	F3UZS7_STRSA	DrrB family ABC superfamily ATP binding cassette transporter efflux protein	HMPREF9380_2017	Streptococcus sanguinis SK49	360	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ABC-type transporter activity [GO:0140359]		GO:0043190; GO:0140359	ABC-type transporter activity [GO:0140359]	ATP-binding cassette (ABC) transporter complex [GO:0043190]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 21..39; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 163..189; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 210..237; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 243..267; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 279..298; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 332..354; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002901578.1	F0HZ24	unreviewed	F0HZ24_STRSA	DrrB family ABC superfamily ATP binding cassette transporter efflux protein	HMPREF9381_0164	Streptococcus sanguinis SK72	360	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ABC-type transporter activity [GO:0140359]		GO:0043190; GO:0140359	ABC-type transporter activity [GO:0140359]	ATP-binding cassette (ABC) transporter complex [GO:0043190]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 21..39; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 163..189; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 210..237; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 243..267; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 279..298; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 332..354; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002901578.1	F2CG91	unreviewed	F2CG91_STRSA	DrrB family ABC superfamily ATP binding cassette transporter efflux protein	HMPREF9391_1668	Streptococcus sanguinis SK408	360	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ABC-type transporter activity [GO:0140359]		GO:0043190; GO:0140359	ABC-type transporter activity [GO:0140359]	ATP-binding cassette (ABC) transporter complex [GO:0043190]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 21..39; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 163..189; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 210..237; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 243..267; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 279..298; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 332..354; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002901578.1	F3SK34	unreviewed	F3SK34_STRSA	DrrB family ABC superfamily ATP binding cassette transporter efflux protein	HMPREF9397_1506	Streptococcus sanguinis SK1087	360	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ABC-type transporter activity [GO:0140359]		GO:0043190; GO:0140359	ABC-type transporter activity [GO:0140359]	ATP-binding cassette (ABC) transporter complex [GO:0043190]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 21..39; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 163..189; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 210..237; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 243..267; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 279..298; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 332..354; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002901579.1	A0A0F3HQZ8	unreviewed	A0A0F3HQZ8_STRGN	ABC transporter ATP-binding protein	ybhF_5 NCTC7870_01913	Streptococcus gordonii	238	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]		GO:0005524; GO:0016887; GO:0022857	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]						
WP_002901579.1	A0A3P1SA27	unreviewed	A0A3P1SA27_STRSA	ABC transporter ATP-binding protein	EII39_00170	Streptococcus sanguinis	238	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]		GO:0005524; GO:0016887; GO:0022857	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]						
WP_002901579.1	F3UZS8	unreviewed	F3UZS8_STRSA	ABC superfamily ATP binding cassette transporter, ABC protein (EC 3.6.3.-)	HMPREF9380_2018	Streptococcus sanguinis SK49	238	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]		GO:0005524; GO:0016887; GO:0022857	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]						
WP_002901579.1	F2CG92	unreviewed	F2CG92_STRSA	ABC superfamily ATP binding cassette transporter, ABC protein (EC 3.6.3.-)	HMPREF9391_1669	Streptococcus sanguinis SK408	238	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]		GO:0005524; GO:0016887; GO:0022857	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]						
WP_002899818.1	A0A2X3VW76	unreviewed	A0A2X3VW76_STRSA	Phosphoribosylformylglycinamidine	D8885_06560 NCTC11085_01715	Streptococcus sanguinis	218	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 12..32; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002899818.1	F0I678	unreviewed	F0I678_STRSA	Phosphoribosylglycinamide synthetase	HMPREF9382_0120	Streptococcus sanguinis SK115	218	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 12..32; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002899929.1	F0FSR8	unreviewed	F0FSR8_STRSA	Transcriptional regulator, MerR family	HMPREF9392_1650	Streptococcus sanguinis SK678	120	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]		GO:0003677; GO:0003700	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]						
WP_002899932.1	A0A427ZUG5	unreviewed	A0A427ZUG5_STRSA	Glycosyltransferase	D8886_04590	Streptococcus sanguinis	132										
WP_002899932.1	F0I2N2	unreviewed	F0I2N2_STRSA	Glycosyltransferase	HMPREF9381_1422	Streptococcus sanguinis SK72	132										
WP_002899932.1	F0ILD0	unreviewed	F0ILD0_STRSA	Glycosyltransferase	HMPREF9383_0932	Streptococcus sanguinis SK150	132										
WP_002899932.1	F0FUL9	unreviewed	F0FUL9_STRSA	Glycosyltransferase	HMPREF9392_1648	Streptococcus sanguinis SK678	132										
WP_002900017.1	F0FUE2	unreviewed	F0FUE2_STRSA	Lipoprotein	HMPREF9392_1571	Streptococcus sanguinis SK678	339	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 12..28; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002900215.1	A0A2X3V0Y7	unreviewed	A0A2X3V0Y7_STRSA	30S ribosomal protein S15	D8879_08895 NCTC11085_01280	Streptococcus sanguinis	204										
WP_002900215.1	F3USN3	unreviewed	F3USN3_STRSA	30S ribosomal protein S15	HMPREF9389_1841	Streptococcus sanguinis SK355	204										
WP_002900606.1	F2CDU8	unreviewed	F2CDU8_STRSA	Transport permease protein	HMPREF9391_0964	Streptococcus sanguinis SK408	244	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ABC-type transporter activity [GO:0140359]		GO:0043190; GO:0140359	ABC-type transporter activity [GO:0140359]	ATP-binding cassette (ABC) transporter complex [GO:0043190]			SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU361157}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361157}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 21..38; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU361157"; TRANSMEM 58..76; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU361157"; TRANSMEM 97..119; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU361157"; TRANSMEM 131..151; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU361157"; TRANSMEM 163..182; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU361157"; TRANSMEM 219..238; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU361157"	
WP_002900606.1	F0FSQ2	unreviewed	F0FSQ2_STRSA	Transport permease protein	HMPREF9392_1035	Streptococcus sanguinis SK678	244	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ABC-type transporter activity [GO:0140359]		GO:0043190; GO:0140359	ABC-type transporter activity [GO:0140359]	ATP-binding cassette (ABC) transporter complex [GO:0043190]			SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU361157}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361157}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 21..38; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU361157"; TRANSMEM 58..76; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU361157"; TRANSMEM 97..119; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU361157"; TRANSMEM 131..151; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU361157"; TRANSMEM 163..182; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU361157"; TRANSMEM 219..238; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU361157"	
WP_023916089.1	A0A0B7GJV1	unreviewed	A0A0B7GJV1_STRSA	SpoVT / AbrB like domain protein	D8879_06380 SSV_0799	Streptococcus sanguinis	76	DNA binding [GO:0003677]		GO:0003677	DNA binding [GO:0003677]						
WP_002900653.1	F0FSG5	unreviewed	F0FSG5_STRSA	Lipoprotein	HMPREF9392_0986	Streptococcus sanguinis SK678	494	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 21..43; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 87..105; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 110..127; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 139..154; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 159..176; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 182..200; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 207..227; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 259..283; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 290..314; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 326..345; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 357..375; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
