From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (cellular component)	Pathway	Intramembrane	Subcellular location [CC]	Topological domain	Transmembrane
WP_001808836.1	A0A4R9DVI2	unreviewed	A0A4R9DVI2_9STRE	Large ribosomal subunit protein bL36	rpmJ E4T83_08060	Streptococcus sp. AN2	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A5B7Y877	unreviewed	A0A5B7Y877_9STRE	Large ribosomal subunit protein bL36	rpmJ FD735_08695	Streptococcus sp. 1643	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A1S9ZTV2	unreviewed	A0A1S9ZTV2_9STRE	Large ribosomal subunit protein bL36	rpmJ C5O68_00245 C5O69_02780 EKA98_00505 ERS019180_00258 ERS020247_00355 ERS021757_00514	Streptococcus pseudopneumoniae	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A7X2VKT8	unreviewed	A0A7X2VKT8_9STRE	Large ribosomal subunit protein bL36	rpmJ GMC24_08735	Streptococcus sp. BIOML-A1	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A501PE39	unreviewed	A0A501PE39_9STRE	Large ribosomal subunit protein bL36	rpmJ FJN11_01010	Streptococcus symci	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A501VXD6	unreviewed	A0A501VXD6_9STRE	Large ribosomal subunit protein bL36	rpmJ FJR73_01725	Streptococcus sp. D2	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A501VLC7	unreviewed	A0A501VLC7_9STRE	Large ribosomal subunit protein bL36	rpmJ FJR71_09445	Streptococcus xiaochunlingii	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A7L8W328	unreviewed	A0A7L8W328_9STRE	Large ribosomal subunit protein bL36	rpmJ FPL13_00235	Streptococcus sp. KS 6	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A5J6LL06	unreviewed	A0A5J6LL06_9STRE	Large ribosomal subunit protein bL36	rpmJ LPB220_00950	Streptococcus sp. LPB0220	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A6I4RJZ1	unreviewed	A0A6I4RJZ1_9STRE	Large ribosomal subunit protein bL36	rpmJ GGH11_09030	Streptococcus sp. zg-70	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A6I3JA06	unreviewed	A0A6I3JA06_9STRE	Large ribosomal subunit protein bL36	rpmJ GGH90_08755	Streptococcus sp. zg-36	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A6I3IES9	unreviewed	A0A6I3IES9_9STRE	Large ribosomal subunit protein bL36	rpmJ GGG87_08990	Streptococcus sp. zg-86	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A3B0BFT2	unreviewed	A0A3B0BFT2_9STRE	Large ribosomal subunit protein bL36	rpmJ D7D54_07015	Streptococcus chosunense	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A7X9MFL5	unreviewed	A0A7X9MFL5_9STRE	Large ribosomal subunit protein bL36	rpmJ HF881_07825	Streptococcus sp. WB01_FAA12	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	Q02W48	reviewed	RL36_LACLS	Large ribosomal subunit protein bL36 (50S ribosomal protein L36)	rpmJ LACR_2378	Lactococcus lactis subsp. cremoris (strain SK11)	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	P0A493	reviewed	RL36_LACLA	Large ribosomal subunit protein bL36 (50S ribosomal protein L36)	rpmJ LL2071 L153863	Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis)	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A7G9AXX3	unreviewed	A0A7G9AXX3_9STRE	Large ribosomal subunit protein bL36	rpmJ H8787_08950	Streptococcus sp. NSJ-72	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A081PMH0	unreviewed	A0A081PMH0_STRMT	Large ribosomal subunit protein bL36	rpmJ AXK38_09125 B0179_02385 B0686_06345 B7692_10705 B7693_08145 B7694_08695 B7695_00255 B7696_06390 B7697_05700 B7698_07825 B7699_08625 B7700_08150 B7701_06550 B7702_09465 B7703_04360 CYK18_05405 CYK19_04370 D8786_00870 D8787_02345 D8788_00980 D8789_04085 D8836_00875 D8837_00130 D8838_03880 D8839_03625 D8842_03550 D8843_00670 D8845_02385 D8847_02320 D8849_04690 D8853_05150 D8854_04680 D8855_01035 D8856_05030 D8865_01175 FBF73_00510 FOB92_08035 GEZ69_03330 GEZ71_00980 GEZ74_04405 GEZ78_00030 GEZ84_01480 GEZ86_03405 GEZ89_01295 GEZ98_04130 KHZ51_09755 M594_09160 NCTC11189_01771 RN80_02990 SK1126_1652 SK608_1836 SMIDD26_00227 SMIM3I_01950 SMIM3IV_01708 TZ90_01514 TZ91_01751 TZ93_00312	Streptococcus mitis	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A380L6H5	unreviewed	A0A380L6H5_9STRE	Large ribosomal subunit protein bL36	rpmJ NCTC10708_01717 NCTC11063_01737 NCTC11169_01738	Streptococcus milleri	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	D3HB68	unreviewed	D3HB68_STRM6	Large ribosomal subunit protein bL36	rpmJ smi_1882	Streptococcus mitis (strain B6)	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A3CK87	reviewed	RL36_STRSV	Large ribosomal subunit protein bL36 (50S ribosomal protein L36)	rpmJ SSA_2392	Streptococcus sanguinis (strain SK36)	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A239SXC7	unreviewed	A0A239SXC7_9STRE	Large ribosomal subunit protein bL36	rpmJ SAMEA4412692_01696	Streptococcus merionis	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A2RNN0	reviewed	RL36_LACLM	Large ribosomal subunit protein bL36 (50S ribosomal protein L36)	rpmJ llmg_2357	Lactococcus lactis subsp. cremoris (strain MG1363)	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A5D4FU11	unreviewed	A0A5D4FU11_LACLL	Large ribosomal subunit protein bL36	rpmJ D8K17_11385	Lactococcus lactis subsp. lactis bv. diacetylactis	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A0F2CRB0	unreviewed	A0A0F2CRB0_STRCR	Large ribosomal subunit protein bL36	rpmJ D8790_08505 D8791_07935 D8792_08240 D8794_09320 D8797_07935 D8798_08725 D8872_07015 FXF62_08820 TW70_00686	Streptococcus cristatus	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A8AZK2	reviewed	RL36_STRGC	Large ribosomal subunit protein bL36 (50S ribosomal protein L36)	rpmJ SGO_1962	Streptococcus gordonii (strain Challis / ATCC 35105 / BCRC 15272 / CH1 / DL1 / V288)	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	C1CPB1	reviewed	RL36_STRZT	Large ribosomal subunit protein bL36 (50S ribosomal protein L36)	rpmJ SPT_0279	Streptococcus pneumoniae (strain Taiwan19F-14)	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	B1I8M1	reviewed	RL36_STRPI	Large ribosomal subunit protein bL36 (50S ribosomal protein L36)	rpmJ SPH_0346	Streptococcus pneumoniae (strain Hungary19A-6)	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	C1CAN5	reviewed	RL36_STRP7	Large ribosomal subunit protein bL36 (50S ribosomal protein L36)	rpmJ SP70585_0288	Streptococcus pneumoniae (strain 70585)	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	C1CC29	reviewed	RL36_STRZJ	Large ribosomal subunit protein bL36 (50S ribosomal protein L36)	rpmJ SPJ_0242	Streptococcus pneumoniae (strain JJA)	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	C1CIC0	reviewed	RL36_STRZP	Large ribosomal subunit protein bL36 (50S ribosomal protein L36)	rpmJ SPP_0283	Streptococcus pneumoniae (strain P1031)	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	D2EN36	unreviewed	D2EN36_9STRE	Large ribosomal subunit protein bL36	rpmJ HMPREF0850_01188	Streptococcus sp. M143	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A0H3MT07	unreviewed	A0A0H3MT07_STRS4	Large ribosomal subunit protein bL36	rpmJ SSUBM407_0092	Streptococcus suis (strain BM407)	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	E1LMU0	unreviewed	E1LMU0_STRMT	Large ribosomal subunit protein bL36	rpmJ SMSK564_0793	Streptococcus mitis SK564	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A9X0WP03	unreviewed	A0A9X0WP03_9STRE	Large ribosomal subunit protein bL36	rpmJ BTU61_09115	Streptococcus lactarius	38	ribosome [GO:0005840]		GO:0005840		ribosome [GO:0005840]					
WP_001808836.1	D2BMR7	unreviewed	D2BMR7_LACLK	Large ribosomal subunit protein bL36	rpmJ LLKF_2324	Lactococcus lactis subsp. lactis (strain KF147)	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A0F3HPM6	unreviewed	A0A0F3HPM6_9STRE	Large ribosomal subunit protein bL36	rpmJ TZ94_00113 TZ96_00122	Streptococcus infantis	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	E6J2R9	unreviewed	E6J2R9_STRAP	Large ribosomal subunit protein bL36	rpmJ HMPREF0813_01559	Streptococcus anginosus F0211	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A7H8ZA40	unreviewed	A0A7H8ZA40_9STRE	Large ribosomal subunit protein bL36	rpmJ HW271_08225	Streptococcus sp. oral taxon 061	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_001808836.1	A0A1B1IEL9	unreviewed	A0A1B1IEL9_9STRE	Large ribosomal subunit protein bL36	rpmJ AXF18_04440	Streptococcus sp. oral taxon 064	38	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
